method,bucket,rows,accuracy,macro_f1,tail_f1
ours_c0_replica,all,1765277,0.9887581382411939,0.8087056490277484,0.5710556638830928
ours_c0_replica,seen_same_label,0,,,
ours_c0_replica,seen_diff_label,3461,0.1958971395550419,0.1371266875180335,0.24813222419540767
ours_c0_replica,unseen,1761816,0.9903156742815368,0.809259408373045,0.5720598617875783
