method,bucket,cls,support,precision,recall,f1
ours_c0_replica,all,benign,1607828,0.9901270368580336,0.9976726366253107,0.9938855153599435
ours_c0_replica,all,bot,561,0.9963503649635036,0.9732620320855615,0.9846708746618575
ours_c0_replica,all,brute_force,18796,1.0,0.9994679719089168,0.9997339151721569
ours_c0_replica,all,ddos,102323,0.9999361443987995,0.9182295280630943,0.9573426395292559
ours_c0_replica,all,dos,26199,0.9975535168195718,0.9960685522348182,0.9968104814836036
ours_c0_replica,all,infiltration,9373,0.34293948126801155,0.19044062733383121,0.2448895596103718
ours_c0_replica,all,web_attacks,197,0.33084112149532713,0.8984771573604061,0.48360655737704916
ours_c0_replica,seen_diff_label,benign,418,0.12236286919831224,0.9019138755980861,0.21549014004001144
ours_c0_replica,seen_diff_label,bot,0,0.0,0.0,0.0
ours_c0_replica,seen_diff_label,brute_force,0,0.0,0.0,0.0
ours_c0_replica,seen_diff_label,ddos,0,0.0,0.0,0.0
ours_c0_replica,seen_diff_label,dos,1,0.0,0.0,0.0
ours_c0_replica,seen_diff_label,infiltration,2992,0.8766666666666667,0.08790106951871658,0.1597812879708384
ours_c0_replica,seen_diff_label,web_attacks,50,0.475,0.76,0.5846153846153846
ours_c0_replica,unseen,benign,1607410,0.9917804576376005,0.9976975382758599,0.9947301987030185
ours_c0_replica,unseen,bot,561,0.9963503649635036,0.9732620320855615,0.9846708746618575
ours_c0_replica,unseen,brute_force,18796,1.0,0.9994679719089168,0.9997339151721569
ours_c0_replica,unseen,ddos,102323,0.9999361443987995,0.9182295280630943,0.9573426395292559
ours_c0_replica,unseen,dos,26198,0.9975535168195718,0.9961065730208413,0.9968295198441499
ours_c0_replica,unseen,infiltration,6381,0.31029561671763506,0.23852060805516376,0.26971469076732235
ours_c0_replica,unseen,web_attacks,147,0.3054945054945055,0.9455782312925171,0.46179401993355484
