beta,T,tune_balanced_nll
0.0,0.8,0.603223
0.0,1.0,0.640049
0.0,1.25,0.724354
0.5,0.8,2.589701
0.5,1.0,2.286826
0.5,1.25,2.099912
1.0,0.8,7.089663
1.0,1.0,5.831192
1.0,1.25,4.885725
