beta,T,tune_balanced_nll
0.0,0.8,3.512156
0.0,1.0,3.024364
0.0,1.25,2.720948
0.5,0.8,4.780568
0.5,1.0,4.033045
0.5,1.25,3.526555
1.0,0.8,6.397412
1.0,1.0,5.362196
1.0,1.25,4.623288
