beta,T,tune_balanced_nll
0.0,0.8,1.023194
0.0,1.0,0.998789
0.0,1.25,1.027722
0.5,0.8,1.794804
0.5,1.0,1.633741
0.5,1.25,1.555904
1.0,0.8,2.976193
1.0,1.0,2.574009
1.0,1.25,2.312284
