beta,T,tune_balanced_nll
0.0,0.8,0.82579
0.0,1.0,0.870441
0.0,1.25,0.959116
0.5,0.8,3.149968
0.5,1.0,2.730977
0.5,1.25,2.462418
1.0,0.8,7.316971
1.0,1.0,6.021647
1.0,1.25,5.054209
