beta,T,tune_balanced_nll
0.0,0.8,1.226356
0.0,1.0,1.293404
0.0,1.25,1.431331
0.5,0.8,4.226011
0.5,1.0,3.683214
0.5,1.25,3.336723
1.0,0.8,9.295244
1.0,1.0,7.67315
1.0,1.25,6.453252
