beta,T,tune_balanced_nll
0.0,0.8,1.004172
0.0,1.0,0.987742
0.0,1.25,1.018401
0.5,0.8,1.818065
0.5,1.0,1.662255
0.5,1.25,1.583595
1.0,0.8,3.080701
1.0,1.0,2.670822
1.0,1.25,2.39672
