beta,T,tune_balanced_nll
0.0,0.8,0.887179
0.0,1.0,0.926179
0.0,1.25,1.030277
0.5,0.8,3.143534
0.5,1.0,2.762839
0.5,1.25,2.535705
1.0,0.8,7.52739
1.0,1.0,6.219412
1.0,1.25,5.255869
