beta,T,tune_balanced_nll
0.0,0.8,0.938508
0.0,1.0,1.030699
0.0,1.25,1.186665
0.5,0.8,3.594868
0.5,1.0,3.155886
0.5,1.25,2.892883
1.0,0.8,8.333304
1.0,1.0,6.893799
1.0,1.25,5.820826
