beta,T,tune_balanced_nll
0.0,0.8,0.846611
0.0,1.0,0.915806
0.0,1.25,1.038497
0.5,0.8,3.326535
0.5,1.0,2.901525
0.5,1.25,2.637381
1.0,0.8,7.67011
1.0,1.0,6.331614
1.0,1.25,5.337295
