expert,tune_rows,target_unit,sign_accuracy,false_accept,false_reject,quantile_coverage,pearson_r
1,202121,normgain,0.8865,9968,12968,0.7606,0.325
2,202121,normgain,0.9283,339,14161,0.6421,0.6891
