class,fp_global,fp_final,fp_delta,tp_global,tp_final
benign,29660,29660,0,3497231,3497231
bot,5,5,0,41418,41418
brute_force,21110,21110,0,115020,115020
ddos,142,142,0,263116,263116
dos,2,2,0,38843,38843
infiltration,3302,3302,0,10268,10268
web_attacks,2545,2545,0,452,452
