K,beta,tune_expert_balanced_nll
2,0.0,1.39494
2,0.5,2.853913
2,1.0,6.257283
4,0.0,0.900224
4,0.5,2.257761
4,1.0,5.359014
8,0.0,0.94887
8,0.5,2.522262
8,1.0,5.826628
