class,winner,rows
brute_force,bf_bot,800
ddos,flood,793
bot,bf_bot,788
benign,benign,782
infiltration,benign,577
dos,flood,527
web_attacks,tail,412
dos,bf_bot,272
infiltration,tail,204
web_attacks,benign,58
web_attacks,bf_bot,22
benign,tail,17
web_attacks,flood,17
infiltration,bf_bot,15
bot,benign,12
ddos,benign,6
infiltration,flood,4
benign,bf_bot,1
ddos,bf_bot,1
dos,tail,1
