K,beta,tune_expert_balanced_nll
2,0.0,1.401842
2,0.5,2.832593
2,1.0,5.986967
4,0.0,1.041927
4,0.5,2.526071
4,1.0,5.850829
8,0.0,0.902998
8,0.5,2.437916
8,1.0,5.858764
