expert,tune_rows,target_unit,sign_accuracy,false_accept,false_reject,quantile_coverage,pearson_r
1,202121,normgain,0.9611,716,7154,0.7971,0.701
2,202121,normgain,0.8469,10801,20152,0.7722,0.3007
