class,fp_global,fp_final,fp_delta,tp_global,tp_final
benign,45607,45607,0,3497688,3497688
bot,4,4,0,41418,41418
brute_force,21110,21110,0,115020,115020
ddos,145,145,0,247078,247078
dos,3,3,0,38864,38864
infiltration,2773,2773,0,10242,10242
web_attacks,2699,2699,0,463,463
