class,rows,g_ok_f_ok,g_wrong_f_ok_helpful,g_ok_f_wrong_harmful,g_wrong_f_wrong,g_wrong_f_wrong_changed
benign,3502926,3475727,0,13,27186,0
bot,41542,41415,0,0,127,0
brute_force,115040,77344,0,0,37696,0
ddos,264872,228113,0,0,36759,0
dos,60594,21872,7299,0,31423,0
infiltration,37631,12446,0,0,25185,6
web_attacks,509,245,2,0,262,0
