round,expert,coverage,regime_tune_rows,marginal,action
0,2,0.7326,0,,dropped(min-support)
0,7,0.2196,0,,dropped(min-support)
0,1,0.5654,4927,6.5201,kept(prune off)
0,3,0.5081,4769,10.2433,kept(prune off)
0,4,0.8591,126667,0.0069,kept(prune off)
0,5,0.7238,108,4.1338,kept(prune off)
0,6,0.7233,65484,1.019,kept(prune off)
0,8,0.3087,167,5.4894,kept(prune off)
