a,b,agreement
global,e1,0.487
global,e2,0.5639
global,e3,0.9464
global,e4,0.5341
global,e5,0.5337
global,e6,0.5268
e1,e2,0.821
e1,e3,0.4973
e1,e4,0.8543
e1,e5,0.855
e1,e6,0.9174
e2,e3,0.59
e2,e4,0.9532
e2,e5,0.951
e2,e6,0.8432
e3,e4,0.5587
e3,e5,0.5591
e3,e6,0.5341
e4,e5,0.9888
e4,e6,0.8818
e5,e6,0.8826
