true_class,role,owner_expert,support,all_out_rate,owner_only_in_rate,single_non_owner_in_rate,multi_in_rate,mean_experts_in
ddos,target known,flood,100000,0.01663,0.0,0.20131,0.78206,1.76543
reconnaissance,target known,recon,100000,0.09581,0.84517,0.03002,0.029,0.93319
theft,target known,theft,323,0.06191950464396285,0.9380804953560371,0.0,0.0,0.9380804953560371
unseen::dos,target unseen,,100000,0.02083,,0.26394,0.71523,1.6944
benign_diagnostic,benign diagnostic,,51989,0.23331858662409355,,0.6843563061416839,0.08232510723422262,0.849006520610129
