expert,active_owned_classes,configured_owned_classes,singleton_expert,owned_attack_in_rate (↑),non_owned_attack_false_in_rate (↓),target_non_owned_validation_false_in_rate (↓),unseen_false_in_rate (↓),external_aux_validation_false_in_rate (↓),benign_false_in_rate (diagnostic)
flood,ddos,"ddos,dos",True,0.78204,0.0,0.0,0.69856,0.0,0.0
recon,reconnaissance,reconnaissance,True,0.87417,2.9903411979306838e-05,1.987162927488425e-05,0.01679,0.0011579359384173789,0.6863182596318452
theft,theft,theft,True,0.9380804953560371,0.52119,0.52048,0.97905,0.24114300679460504,0.16268826097828387
benign,benign,benign,True,0.7349745167804597,0.09795180783035398,0.19933614425405938,0.01664,0.027964091894487203,
