class,rows,g_ok_f_ok,g_wrong_f_ok_helpful,g_ok_f_wrong_harmful,g_wrong_f_wrong,g_wrong_f_wrong_changed
benign,3502926,3497846,0,118,4962,0
bot,41542,40935,310,0,297,0
brute_force,115040,115020,0,0,20,0
ddos,264872,251252,0,0,13620,0
dos,60594,38710,0,0,21884,0
infiltration,37631,10026,302,0,27303,0
web_attacks,509,454,0,0,55,0
