class,fp_global,fp_final,fp_delta,tp_global,tp_final
benign,86598,86190,-408,3499276,3499083
bot,20,20,0,41417,41417
brute_force,21118,21118,0,115020,115020
ddos,11,11,0,206798,206804
dos,2,4,2,38790,38790
infiltration,1622,1807,185,10125,10525
web_attacks,2089,2095,6,228,230
