a,b,gain_pearson_r
e1,e2,0.8623
e1,e3,0.9928
e1,e4,0.9874
e1,e5,0.9845
e2,e3,0.8635
e2,e4,0.8766
e2,e5,0.8747
e3,e4,0.9945
e3,e5,0.9918
e4,e5,0.9938
