a,b,agreement
global,e1,0.8144
global,e2,0.9973
global,e3,0.8609
global,e4,0.8561
global,e5,0.8628
e1,e2,0.8156
e1,e3,0.9458
e1,e4,0.9516
e1,e5,0.945
e2,e3,0.8622
e2,e4,0.8554
e2,e5,0.8643
e3,e4,0.981
e3,e5,0.9828
e4,e5,0.9789
