expert,regime_rows,anchor_rows,block_rows,benign,bot,brute_force,ddos,dos,infiltration,web_attacks
anchor(shared),0,12761,0,2000,2000,2000,2000,2000,2000,761
1,15746,12761,15746,0,0,0,0,0,15746,0
2,1968867,12761,186000,129102,3601,39509,10015,3773,0,0
3,100,12761,100,0,0,0,0,0,0,100
4,416,12761,416,0,0,0,416,0,0,0
5,3736,12761,3736,775,0,0,0,0,2961,0
