class,rows,g_ok_f_ok,g_wrong_f_ok_helpful,g_ok_f_wrong_harmful,g_wrong_f_wrong,g_wrong_f_wrong_changed
benign,3502926,3499083,0,193,3650,0
bot,41542,41417,0,0,125,0
brute_force,115040,115020,0,0,20,0
ddos,264872,206798,6,0,58068,0
dos,60594,38790,0,0,21804,0
infiltration,37631,10125,400,0,27106,0
web_attacks,509,228,2,0,279,0
