expert,frac_positive,frac_unique_positive,mean_gain_positive
1,0.6244,0.0005,6.2042
2,0.686,0.1249,2.5824
3,0.6492,0.0042,5.897
4,0.2431,0.0,14.4407
5,0.6004,0.0028,6.0482
