expert,tune_rows,target_unit,sign_accuracy,false_accept,false_reject,quantile_coverage,pearson_r
1,202121,normgain,0.8784,8060,16520,0.7663,0.5468
2,202121,normgain,0.7201,24591,31992,0.7437,0.0927
3,202121,normgain,0.8504,16488,13757,0.7597,0.2957
4,202121,normgain,0.9636,1401,5955,0.6066,0.2587
5,202121,normgain,0.8334,16380,17302,0.7051,0.2741
