class,rows,weight,mean_ce,mean_residual
benign,2490,0.8607547619047619,0.47169818265687125,0.406016456903724
bot,2490,0.8607547619047619,0.0007260169874248572,0.0006249225791496956
brute_force,2489,0.8607691080565628,2.2785276315463356,1.961286197088372
ddos,2489,0.8607691080565628,0.00033063048983253336,0.0002845965118294542
dos,2489,0.8607978017948517,1.3350019095576462,1.1491667091391513
infiltration,2490,0.8607547619047619,0.6483627016591391,0.5580812828945405
web_attacks,63,33.93251360991177,1.1904479321258166,40.394890658750604
