cluster,rows,weighted_mass,mean_residual,benign,bot,brute_force,ddos,dos,infiltration,web_attacks
0,6075,0.1789212432498379,0.3737366771204644,1044,1791,0,2489,1,716,34
1,1938,0.4702931113549046,3.079391734460758,383,0,761,0,747,20,27
2,4168,0.18714757816621122,0.5697792065364082,0,699,1728,0,1741,0,0
3,2819,0.16363806722904628,0.7366129682170195,1063,0,0,0,0,1754,2
