bank,expert,block_rows,residual_regime_rows,identical_to_residual,selector_active
residual,1,186000,1082195,True,True
residual,2,4498,4498,True,False
residual,3,491,491,True,False
residual,4,1314,1314,True,False
residual,5,26634,26634,True,False
residual,6,2012,2012,True,False
residual,7,50085,50085,True,False
