expert,class,rows,mean_gain,frac_positive
1,backdoor,30130,0.15429422555352995,0.9491536674410886
1,benign,100000,0.004494630242765928,0.50964
1,ddos,100000,0.002821695786653513,0.31767
1,dos,17072,0.02881360712226532,0.22955716963448922
1,injection,50363,0.2834028296928774,0.9228401802910867
1,mitm,822,0.18186349941336535,0.41605839416058393
1,password,100000,0.07428708678232068,0.95383
1,ransomware,539,44.95137863361951,0.9628942486085343
1,scanning,4471,30.688348971665736,0.9903824647729814
1,xss,100000,0.027733738711746204,0.81209
2,backdoor,30130,0.11845662686211887,0.8331895121141719
2,benign,100000,-0.027979568681423556,0.38784
2,ddos,100000,0.03985023203658683,0.65078
2,dos,17072,-0.04670445588293131,0.1548734770384255
2,injection,50363,0.3113634217804889,0.886424557711018
2,mitm,822,1.2830300321987365,0.5778588807785888
2,password,100000,-0.02427215927676111,0.3813
2,ransomware,539,51.72941359439257,0.9703153988868275
2,scanning,4471,35.787997499950926,0.9919481100424961
2,xss,100000,0.04276892328402609,0.9599
3,backdoor,30130,0.25491022044861517,0.9541984732824428
3,benign,100000,-0.02127662350747697,0.41602
3,ddos,100000,0.10283031881999408,0.98882
3,dos,17072,0.19978938771662008,0.9099695407685099
3,injection,50363,0.37908377285947825,0.952087842265155
3,mitm,822,1.4504919574627488,0.7068126520681265
3,password,100000,0.04883995353932585,0.88178
3,ransomware,539,56.02079187560232,0.9833024118738405
3,scanning,4471,29.452518784623578,0.9876985014538134
3,xss,100000,0.055612496270478894,0.95236
4,backdoor,30130,0.08254227525383877,0.4616661135081314
4,benign,100000,-0.04480506465162534,0.08199
4,ddos,100000,-0.004167096158106954,0.3065
4,dos,17072,0.1989945632993517,0.1538191190253046
4,injection,50363,0.08198988414480414,0.5675992295931537
4,mitm,822,-0.9261275314529152,0.29927007299270075
4,password,100000,-0.20221594361637624,0.02733
4,ransomware,539,44.250803984624106,0.9109461966604824
4,scanning,4471,28.675835590119892,0.9865801834041601
4,xss,100000,0.015082881882260056,0.52105
5,backdoor,30130,0.006655682670519453,0.4709591769000996
5,benign,100000,-0.05758282783161154,0.07817
5,ddos,100000,-0.010756443781489506,0.35762
5,dos,17072,-0.6015836868043334,0.07034910965323336
5,injection,50363,-0.04690709085377243,0.5702202013382841
5,mitm,822,0.8535273525497544,0.524330900243309
5,password,100000,-0.1414657254725772,0.02027
5,ransomware,539,51.942532668996364,0.9257884972170687
5,scanning,4471,28.22986388059952,0.9841198836949229
5,xss,100000,0.04347579048001113,0.35538
6,backdoor,30130,0.004508000014584747,0.5352140723531364
6,benign,100000,-0.0671249045740441,0.10086
6,ddos,100000,0.06618260082906971,0.95406
6,dos,17072,0.010954119415412873,0.29545454545454547
6,injection,50363,0.4581989942077151,0.9224033516668984
6,mitm,822,0.7582124347278639,0.7128953771289538
6,password,100000,-0.042374287034049454,0.52016
6,ransomware,539,52.495163211209146,0.9647495361781077
6,scanning,4471,29.80989483660492,0.9863565197942294
6,xss,100000,0.016125170865414915,0.66332
7,backdoor,30130,0.14972664328334453,0.6883504812479256
7,benign,100000,-0.06766220472518727,0.07837
7,ddos,100000,0.03803166010067166,0.73715
7,dos,17072,-0.23748429804405505,0.13402061855670103
7,injection,50363,0.23355044625117308,0.8348192125171257
7,mitm,822,0.12083171478734674,0.44768856447688565
7,password,100000,-0.005859616229512694,0.46454
7,ransomware,539,52.400722231444924,0.9684601113172542
7,scanning,4471,31.24633899496014,0.9915007828226348
7,xss,100000,0.03600097629074478,0.84051
