round,expert,coverage,regime_tune_rows,marginal,action
0,7,0.3935,1,,dropped(min-support)
0,1,0.7497,109860,0.0041,kept(prune off)
0,2,0.7335,6175,5.8392,kept(prune off)
0,3,0.9448,173,1.4538,kept(prune off)
0,4,0.3645,613,3.3673,kept(prune off)
0,5,0.2907,3013,0.3215,kept(prune off)
0,6,0.7652,1352,2.5521,kept(prune off)
0,8,0.702,26439,0.0098,kept(prune off)
