method,class,precision,recall,f1,support
xgb_c0,benign,0.99176,0.996734,0.994241,3502926
xgb_c0,bot,0.999082,0.995378,0.997227,41542
xgb_c0,brute_force,0.844928,0.999826,0.915874,115040
xgb_c0,ddos,0.999254,0.990565,0.99489,264872
xgb_c0,dos,0.999871,0.641978,0.781917,60594
xgb_c0,infiltration,0.571583,0.323164,0.412888,37631
xgb_c0,web_attacks,0.102979,0.475442,0.16929,509
xgb_c0,macro_avg,,,0.752332,4023114
xgb_c0,weighted_avg,,,0.983333,4023114
xgb_c0,tail_avg,,,0.526468,4023114
