method,bucket,rows,accuracy,macro_f1,tail_f1
localpfn_knn,all,1765277,0.9792650105337576,0.7689634235466498,0.5022797875502921
localpfn_knn,seen_same_label,0,,,
localpfn_knn,seen_diff_label,3461,0.24790522970239814,0.14361618573553567,0.26933556398110015
localpfn_knn,unseen,1761816,0.9807017304871791,0.7610270862684648,0.4834929192720991
