expert,regime_rows,anchor_rows,block_rows,benign,bot,brute_force,ddos,dos,infiltration,web_attacks
anchor(shared),0,12761,0,2000,2000,2000,2000,2000,2000,761
1,15411,12761,15411,0,0,0,0,0,15411,0
2,1930729,12761,186000,173456,2046,716,2668,3895,3219,0
3,252,12761,252,0,0,0,0,0,0,252
