K,beta,tune_expert_balanced_nll
2,0.0,0.976865
2,0.5,2.40009
2,1.0,5.060512
4,0.0,1.257966
4,0.5,2.689893
4,1.0,5.770782
8,0.0,0.914875
8,0.5,2.355398
8,1.0,5.322107
