class,fp_global,fp_final,fp_delta,tp_global,tp_final
benign,28398,28398,0,3495519,3495519
bot,27,27,0,41422,41422
brute_force,21110,21110,0,115020,115020
ddos,331,331,0,262769,262769
dos,33,33,0,38846,38846
infiltration,4462,4462,0,11852,11852
web_attacks,2888,2888,0,437,437
