class,support,owned_expert,primary_bottleneck,baseline_recall,moe_recall,baseline_f1,moe_f1,delta_f1,benign_gate_rate,all_reject_rate,owned_accept_rate,owned_selected_rate,wrong_expert_selected_rate,local_acc_given_owned_selected,selected_but_wrong_rate,selected_minus_recall,multi_accept_rate,meta_router_rate,stability_tiebreak_rate,mean_owned_margin,mean_owned_stability,mean_owned_local_conf
benign,454537,benign_default,benign_false_accept,0.9968165407876587,0.9879305755087044,0.9983881327790772,0.9938230620438118,-0.004565070735265464,0.9849539201429146,0.0029766553657898038,,,0.012069424491295538,,0.012069424491295538,,0.007537340194527618,0.007537340194527618,0.0,,,
dos-hulk,46025,DoS_DDoS,ok,0.9992178164041282,0.9978055404671374,0.9942277758561051,0.9745352686529157,-0.01969250720318938,0.0,0.00032590983161325367,0.9978707224334601,0.997827267789245,0.0018468223791417708,0.999978225367447,0.001868549701249321,2.1727322107589764e-05,0.7168712656165127,0.7168712656165127,0.0,10.280377388000488,0.6571281552314758,0.9988985061645508
ddos,25606,DoS_DDoS,ok,0.9998828399593845,0.9995704131844099,0.9989660352328371,0.9971365681672089,-0.0018294670656282541,3.9053346871826916e-05,0.0,0.9996875732250254,0.9995704131844099,0.00039053346871826915,1.0,0.00039053346871826915,0.0,0.9996094665312817,0.9996094665312817,0.0,10.638745307922363,0.340439110994339,0.9991751313209534
dos-goldeneye,2059,DoS_DDoS,ok,0.9985429820301117,0.9902865468674114,0.9842029679272379,0.946830740654748,-0.0373722272724899,0.0,0.00048567265662943174,0.9912578921806702,0.9912578921806702,0.00825643516270034,0.9990200881920627,0.009227780475959204,0.0009713453132588201,0.7712481787275376,0.7712481787275376,0.0,10.111054420471191,0.9357419013977051,0.998373806476593
ftp-patator,1588,Scan_Brute,ok,0.9993702770780857,0.9943324937027708,0.9971724787935909,0.997158193874329,-1.4284919261919882e-05,0.0,0.0,0.9943324937027708,0.9943324937027708,0.005667506297229219,1.0,0.005667506297229219,0.0,0.9962216624685138,0.9962216624685138,0.0,-0.014934009872376919,0.2535644769668579,0.9995060563087463
dos-slowhttptest,1100,DoS_DDoS,ok,0.99,0.9854545454545455,0.9868599909379248,0.9708911777877295,-0.01596881315019527,0.0009090909090909091,0.0018181818181818182,0.99,0.99,0.007272727272727273,0.9954086317722681,0.011818181818181818,0.004545454545454519,0.8654545454545455,0.8654545454545455,0.0,9.445901870727539,0.5129033327102661,0.9953467845916748
infiltration,7,WebBot_Rare,ok,1.0,1.0,0.8235294117647058,0.0707070707070707,-0.7528223410576351,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2.1125502586364746,0.9985834956169128,0.9956148862838745
heartbleed,2,WebBot_Rare,ok,1.0,1.0,0.8,1.0,0.19999999999999996,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.454056739807129,0.29958051443099976,0.9978520274162292
portscan,31786,Scan_Brute,wrong_expert,0.9996853960863273,0.9834518341408167,0.9964877069744105,0.9789859384297391,-0.017501768544671337,0.0,0.0016988611338325048,0.9834518341408167,0.9834518341408167,0.014849304725350784,1.0,0.014849304725350784,0.0,0.7198452148744731,0.7198452148744731,0.0,-0.05769267678260803,0.898512601852417,0.9994847774505615
ssh-patator,1179,Scan_Brute,wrong_expert,0.998303647158609,0.9838846480067854,0.9894913829340058,0.9918768704574604,0.002385487523454577,0.0,0.002544529262086514,0.9855810008481765,0.9838846480067854,0.013570822731128074,1.0,0.013570822731128074,0.0,0.546225614927905,0.546225614927905,0.0,-0.10425407439470291,0.8637916445732117,0.9994937181472778
dos-slowloris,1159,DoS_DDoS,wrong_expert,0.996548748921484,0.9784296807592753,0.9800593975392448,0.8161209068010076,-0.16393849073823719,0.001725625539257981,0.0008628127696289905,0.9792924935289042,0.9784296807592753,0.01898188093183779,1.0,0.01898188093183779,0.0,0.9370146678170836,0.9370146678170836,0.0,8.20363998413086,0.528657078742981,0.9926348924636841
bot,393,WebBot_Rare,wrong_expert,0.9974554707379135,0.8193384223918575,0.6337914308811641,0.5580589254766031,-0.075732505404561,0.022900763358778626,0.0,0.9745547073791349,0.8193384223918575,0.15776081424936386,1.0,0.15776081424936386,0.0,0.8473282442748091,0.8473282442748091,0.0,2.5345144271850586,0.9721222519874573,0.9743430018424988
web-attack-�-brute-force,302,WebBot_Rare,wrong_expert,0.6258278145695364,0.12251655629139073,0.6987060998151571,0.07283464566929133,-0.6258714541458658,0.0,0.006622516556291391,0.9900662251655629,0.12582781456953643,0.8675496688741722,0.9736842105263158,0.8708609271523179,0.0033112582781456984,0.9006622516556292,0.9006622516556292,0.0,0.6755945086479187,0.8923031687736511,0.7292137742042542
web-attack-�-xss,130,WebBot_Rare,wrong_expert,0.6615384615384615,0.046153846153846156,0.38826185101580135,0.015957446808510637,-0.3723044042072907,0.007692307692307693,0.03076923076923077,0.9615384615384616,0.05384615384615385,0.9076923076923077,0.8571428571428571,0.9153846153846154,0.007692307692307693,0.9461538461538461,0.9461538461538461,0.0,0.5413353443145752,0.807802677154541,0.6627291440963745
web-attack-�-sql-injection,4,WebBot_Rare,wrong_expert,0.25,0.25,0.11764705882352941,0.002967359050445104,-0.1146796997730843,0.0,0.0,0.75,0.5,0.5,0.5,0.75,0.25,0.25,0.25,0.0,1.3587793111801147,0.5666749477386475,0.9270331263542175
