a,b,gain_pearson_r
e1,e2,-0.1096
e1,e3,0.6992
e1,e4,0.7015
e1,e5,0.7235
e2,e3,-0.3539
e2,e4,-0.4268
e2,e5,-0.404
e3,e4,0.9817
e3,e5,0.9815
e4,e5,0.9814
