expert,tune_rows,target_unit,sign_accuracy,false_accept,false_reject,quantile_coverage,pearson_r
1,202121,normgain,0.8113,26,38115,0.7481,0.5014
2,202121,normgain,0.7299,2375,52216,0.7754,0.2615
3,202121,normgain,0.9556,29,8943,0.7627,0.4474
4,202121,normgain,0.8029,78,39762,0.738,0.4895
5,202121,normgain,0.9629,186,7313,0.6231,0.7143
