a,b,agreement
global,e1,0.8598
global,e2,0.9957
global,e3,0.8607
global,e4,0.8603
global,e5,0.8147
e1,e2,0.8564
e1,e3,0.9972
e1,e4,0.9977
e1,e5,0.9543
e2,e3,0.8575
e2,e4,0.857
e2,e5,0.8114
e3,e4,0.9981
e3,e5,0.9533
e4,e5,0.954
