class,rows,g_ok_f_ok,g_wrong_f_ok_helpful,g_ok_f_wrong_harmful,g_wrong_f_wrong,g_wrong_f_wrong_changed
benign,3502926,3495576,0,0,7350,0
bot,41542,41422,0,0,120,0
brute_force,115040,115020,0,0,20,0
ddos,264872,258650,0,0,6222,0
dos,60594,38899,0,0,21695,0
infiltration,37631,11949,0,0,25682,0
web_attacks,509,442,0,0,67,0
