K,beta,tune_expert_balanced_nll
2,0.0,0.85637
2,0.5,2.130564
2,1.0,4.801541
4,0.0,1.030745
4,0.5,2.672078
4,1.0,6.642974
8,0.0,0.934047
8,0.5,2.567141
8,1.0,6.322777
