expert_idx,expert_name,selected_rate,avg_weight,val_acc,assigned_classes
0,Anchor_Global,0.7912090436614317,0.4929485023021698,0.998917611455647,"0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14"
1,Balanced_Global,0.00026330810405794896,0.19392767548561096,0.9979401483314096,"0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14"
2,Tail_Expert,0.13541458656209743,0.16469651460647583,0.9939714213736254,"0, 2, 3, 4, 5, 6, 7, 8, 9, 11, 13, 14"
3,Spec_Group1_volume,0.0010991787968056663,0.03175175189971924,0.891450804405856,"0, 1, 2, 3, 4, 5, 6, 7, 9, 10, 11"
4,Spec_Group2_timing,0.0013359793736094593,0.008887741714715958,0.7714448356093976,"0, 1, 2, 3, 4, 5, 6, 7, 9, 10, 11"
5,Spec_Group3_packet,0.01348172836146371,0.0411507822573185,0.8380652178738707,"0, 1, 2, 3, 4, 5, 6, 8, 9, 10, 12, 13, 14"
6,Spec_Group4_tcp,0.05695760739524667,0.033746637403964996,0.7901746978296793,"0, 1, 2, 3, 4, 5, 6, 7, 9, 10, 11"
7,Rand_1_volume,0.00017494967987742918,0.020054882392287254,0.9763684831824958,"0, 2, 3, 4, 5, 6, 7, 9, 10"
8,Rand_2_packet,3.711053815581831e-05,0.004045385867357254,0.8437993762077898,"0, 1, 2, 4, 5, 6, 7, 8, 9, 11, 12, 14"
9,Rand_3_volume,2.650752725415594e-05,0.008790062740445137,0.9211201161243499,"0, 1, 2, 6, 7, 10, 11, 12, 13, 14"
