class,owner_expert,is_tail,support,xgb_recall,oracle_local_recall,gated_recall,recall_lost_to_gate,wrong_accepted,wrong_rejected,dominant_recall_loss,fp_from_known_count,top_fp_true_class,top_fp_count,fp_from_unseen_count,fp_from_benign_count
ddos,flood,False,100000,0.98651,1.0,0.78695,0.21305,0.0,0.0,gate,0,,0,67145,0
reconnaissance,recon,False,100000,1.0,1.0,0.83058,0.16942,0.0,0.0,gate,27,ddos,26,1706,34255
theft,theft,True,323,0.24148606811145512,1.0,0.8699690402476781,0.13003095975232198,0.0,0.0,gate,12937,reconnaissance,12881,102,2142
