true_class,role,owner_expert,support,all_out_rate,owner_only_in_rate,single_non_owner_in_rate,multi_in_rate,mean_experts_in
ddos,target known,flood,100000,0.21239,0.78695,0.0005,0.00016,0.78777
reconnaissance,target known,recon,100000,0.04121,0.82998,0.12821,0.0006,0.95939
theft,target known,theft,323,0.12693498452012383,0.8699690402476781,0.0030959752321981426,0.0,0.8730650154798761
unseen::dos,target unseen,,100000,0.31069,,0.68909,0.00022,0.68953
benign_diagnostic,benign diagnostic,,51989,0.30004424012771935,,0.6998211160053088,0.00013464386697185942,0.7000904037392526
