class,owner_expert,is_tail,singleton_expert,support,xgb_precision,xgb_recall,xgb_f1,expert_precision,expert_recall,expert_f1,f1_delta,owner_expert_in_rate (↑),other_experts_out_rate (↑),in_rate__flood (owner↑/non-owner↓),in_rate__recon (owner↑/non-owner↓),in_rate__theft (owner↑/non-owner↓),in_rate__benign (owner↑/non-owner↓)
ddos,flood,False,True,100000,1.0,0.98651,0.9932091960272035,1.0,0.78695,0.8807745040432021,-0.11243469198400136,0.78695,0.99968,0.78695,0.00026,0.00056,0.00014
reconnaissance,recon,False,True,100000,0.9843100970529756,1.0,0.9920930186414278,0.9996750315941506,0.83058,0.9073162738618675,-0.08477674477956032,0.83058,0.9518066666666667,0.0,0.83058,0.12881,0.01577
benign,benign,False,True,10399,,,,0.8524650818610674,0.8862390614482162,0.869024045261669,,0.8862390614482162,0.8848286694233419,0.0,0.30916434272526205,0.03634964900471199,0.8862390614482162
theft,theft,True,True,323,1.0,0.24148606811145512,0.38902743142144636,0.021258889393251625,0.8699690402476781,0.04150358171479211,-0.34752384970665423,0.8699690402476781,0.9948400412796697,0.0,0.0030959752321981426,0.8699690402476781,0.01238390092879257
macro_avg,,,,200323,0.9947700323509919,0.7426653560371518,0.7914432153633593,0.6736446403291341,0.829166346749226,0.6098647865399539,-0.18157842882340533,,,,,,
tail_macro_avg,,,,323,1.0,0.24148606811145512,0.38902743142144636,0.021258889393251625,0.8699690402476781,0.04150358171479211,-0.34752384970665423,,,,,,
weighted_avg,,,,200323,0.9921676976947108,0.9920428507959645,0.9916778269455442,0.9982596595532668,0.8088636851484852,0.8926707539693438,-0.09900707297620051,,,,,,
