class,rows,g_ok_f_ok,g_wrong_f_ok_helpful,g_ok_f_wrong_harmful,g_wrong_f_wrong,g_wrong_f_wrong_changed
benign,3502926,3493528,0,286,9112,0
bot,41542,41415,0,0,127,0
brute_force,115040,115020,0,0,20,0
ddos,264872,203302,0,0,61570,0
dos,60594,38841,2,0,21751,0
infiltration,37631,10242,673,0,26716,0
web_attacks,509,242,1,0,266,0
