round,expert,coverage,regime_tune_rows,marginal,action
0,3,0.0606,0,,dropped(min-support)
0,4,0.3315,4,,dropped(min-support)
0,5,0.042,39,,dropped(min-support)
0,6,0.0383,48,,dropped(min-support)
0,1,0.0353,2214,5.8773,kept(prune off)
0,2,0.039,78838,0.0001,kept(prune off)
0,7,0.3821,901,0.3401,kept(prune off)
0,8,0.0825,513,0.0,kept(prune off)
