true_class,support,benign_gate_rate,all_reject_rate,DoS_DDoS_accept_rate,DoS_DDoS_selected_rate,DoS_DDoS_margin,DoS_DDoS_stability,Scan_Brute_accept_rate,Scan_Brute_selected_rate,Scan_Brute_margin,Scan_Brute_stability,WebBot_Main_accept_rate,WebBot_Main_selected_rate,WebBot_Main_margin,WebBot_Main_stability,Rare_Micro_accept_rate,Rare_Micro_selected_rate,Rare_Micro_margin,Rare_Micro_stability
benign,454537,0.9972059480306333,0.00022220413299687373,0.0008910165729082561,0.0008756162864629282,-0.008473317138850689,0.0012444132007658482,0.000818415222523139,0.000453208429676792,-0.018476609140634537,0.0024797806981951,0.002288042557591571,0.001150621401558069,0.0026982787530869246,0.002035313518717885,0.0001606029872155622,9.24017186719673e-05,-0.0019296678947284818,0.002794023836031556
bot,393,0.007633587786259542,0.002544529262086514,0.002544529262086514,0.0,-5.44485330581665,0.46394553780555725,0.21119592875318066,0.0,-4.392935752868652,0.9314966797828674,0.989821882951654,0.989821882951654,2.2005059719085693,0.9917653799057007,0.3791348600508906,0.0,0.2344081550836563,0.992357075214386
ddos,25606,0.0,3.9053346871826916e-05,0.9997266265718973,0.9997266265718973,6.548417091369629,0.3386569619178772,0.00039053346871826915,0.0,-10.665573120117188,0.9028863906860352,0.9285323752245568,0.00023432008123096148,0.3385358452796936,0.643078625202179,0.0,0.0,-0.7233781218528748,0.9999443292617798
dos-goldeneye,2059,0.0,0.0,0.9907722195240408,0.9907722195240408,5.670374393463135,0.9700248837471008,0.0,0.0,-9.137405395507812,0.9328218698501587,0.9650315687226809,0.007285089849441476,0.7943636178970337,0.6561686396598816,0.7518212724623604,0.001942690626517727,1.4216980934143066,0.9999915957450867
dos-hulk,46025,0.0,0.0005649103747963064,0.9959587180879956,0.9959587180879956,6.055944442749023,0.6760923862457275,0.0,0.0,-11.830460548400879,0.9078615307807922,0.6882563824008691,0.0013688212927756654,0.26165223121643066,0.7364974617958069,0.6708310700706138,0.0021075502444323738,1.1631126403808594,0.9999933838844299
dos-slowhttptest,1100,0.0009090909090909091,0.0027272727272727275,0.9845454545454545,0.9836363636363636,3.9626145362854004,0.5602921843528748,0.0,0.0,-6.472261905670166,0.9279018044471741,0.8072727272727273,0.007272727272727273,0.08857239782810211,0.9672262072563171,0.39181818181818184,0.005454545454545455,0.2713239789009094,0.9990805983543396
dos-slowloris,1159,0.0025884383088869713,0.001725625539257981,0.9620362381363244,0.9603106125970664,3.645020008087158,0.5723108053207397,0.0,0.0,-8.251436233520508,0.9108902812004089,0.8671268334771355,0.03192407247627265,0.24383102357387543,0.8857904076576233,0.3744607420189819,0.003451251078515962,0.21825239062309265,0.9974021911621094
ftp-patator,1588,0.0,0.001889168765743073,0.0,0.0,-4.199363708496094,0.4296870827674866,0.9924433249370277,0.9924433249370277,1.5276368856430054,0.3882284164428711,0.6939546599496221,0.005667506297229219,0.1531447023153305,0.7084400057792664,0.0,0.0,-0.8589220643043518,0.9999895691871643
heartbleed,2,0.0,0.0,0.0,0.0,-2.248974323272705,0.7712641954421997,0.0,0.0,-7.993355751037598,0.95354163646698,1.0,0.0,0.10764533281326294,0.5606136322021484,1.0,1.0,4.773082256317139,0.6928675174713135
infiltration,7,0.0,0.0,0.14285714285714285,0.0,-1.819182276725769,0.5412251353263855,0.0,0.0,-2.618263006210327,0.9775930643081665,1.0,0.14285714285714285,0.198730930685997,0.9870809316635132,0.8571428571428571,0.8571428571428571,0.3260515332221985,0.9999784827232361
portscan,31786,6.292078273453722e-05,0.004939281444661172,0.00040898508777449194,0.0003460643050399547,-5.408130645751953,0.3547591269016266,0.9834518341408167,0.9834518341408167,2.3575446605682373,0.8977680802345276,0.9715912665953564,0.011136978544013087,1.0312191247940063,0.6895698308944702,0.00015730195683634303,6.292078273453722e-05,-0.8583773374557495,0.9999266266822815
ssh-patator,1179,0.0,0.009329940627650551,0.002544529262086514,0.002544529262086514,-5.488401412963867,0.4680182933807373,0.9711620016963528,0.9686174724342663,0.6127039790153503,0.9888361096382141,0.5453774385072095,0.0008481764206955047,-0.3586658835411072,0.9042978882789612,0.547921967769296,0.018659881255301103,0.7650123238563538,0.999995231628418
web-attack-�-brute-force,302,0.0,0.033112582781456956,0.10596026490066225,0.06622516556291391,-1.9489357471466064,0.4298015832901001,0.0,0.0,-3.675478935241699,0.9318006634712219,0.9602649006622517,0.8940397350993378,0.2862490713596344,0.9081048965454102,0.0695364238410596,0.006622516556291391,-0.9791512489318848,0.9999812245368958
web-attack-�-sql-injection,4,0.0,0.0,0.5,0.5,-2.639063835144043,0.6935406923294067,0.0,0.0,-12.478045463562012,0.9146432876586914,1.0,0.5,1.3495818376541138,0.3960699439048767,0.5,0.0,0.6229808330535889,0.9999952912330627
web-attack-�-xss,130,0.0,0.07692307692307693,0.038461538461538464,0.007692307692307693,-2.18015456199646,0.36712968349456787,0.0,0.0,-3.0233397483825684,0.9373207688331604,0.9076923076923077,0.9,0.16636358201503754,0.8247445821762085,0.015384615384615385,0.015384615384615385,-1.1579023599624634,0.9999760389328003
