expert,tune_rows,target_unit,sign_accuracy,false_accept,false_reject,quantile_coverage,pearson_r
1,202121,normgain,0.9061,160,18817,0.7704,0.2366
2,202121,normgain,0.9125,268,17424,0.6766,-0.0308
3,202121,normgain,0.862,8572,19326,0.7589,0.0341
4,202121,normgain,0.913,212,17374,0.5897,0.167
5,202121,normgain,0.9292,20,14300,0.7903,-0.0613
