a,b,agreement
global,e1,0.6282
global,e2,0.849
global,e3,0.992
global,e4,0.6634
global,e5,0.8704
e1,e2,0.7736
e1,e3,0.6352
e1,e4,0.9598
e1,e5,0.7555
e2,e3,0.8557
e2,e4,0.8021
e2,e5,0.9765
e3,e4,0.6682
e3,e5,0.8724
e4,e5,0.7896
