expert,frac_positive,frac_unique_positive,mean_gain_positive
1,0.2897,0.0001,33.1644
2,0.2983,0.0,32.5416
3,0.5708,0.192,13.8218
4,0.1533,0.0,59.4672
5,0.11,0.0,81.2466
