class,rows,g_ok_f_ok,g_wrong_f_ok_helpful,g_ok_f_wrong_harmful,g_wrong_f_wrong,g_wrong_f_wrong_changed
benign,3502926,3497963,0,328,4635,0
bot,41542,41407,0,0,135,0
brute_force,115040,115020,0,0,20,0
ddos,264872,213809,0,0,51063,0
dos,60594,38845,0,0,21749,0
infiltration,37631,9938,815,0,26878,8
web_attacks,509,224,1,0,284,10
