expert,regime_rows,anchor_rows,block_rows,benign,bot,brute_force,ddos,dos,infiltration,web_attacks
anchor(shared),0,12761,0,2000,2000,2000,2000,2000,2000,761
1,15807,12761,15807,0,0,0,0,1,15806,0
2,120,12761,120,0,0,0,0,0,0,120
3,1969511,12761,186000,104629,20642,12043,33890,14796,0,0
4,3064,12761,3064,163,0,0,0,0,2901,0
5,405,12761,405,0,0,0,405,0,0,0
