K,beta,tune_expert_balanced_nll
2,0.0,0.870941
2,0.5,1.991772
2,1.0,4.368259
4,0.0,0.847259
4,0.5,2.256576
4,1.0,5.406919
8,0.0,1.046208
8,0.5,2.927927
8,1.0,6.824992
