a,b,gain_pearson_r
e1,e2,0.9989
e1,e3,0.9948
e1,e4,0.9982
e1,e5,0.9951
e2,e3,0.9953
e2,e4,0.9991
e2,e5,0.9965
e3,e4,0.9954
e3,e5,0.9945
e4,e5,0.9968
