budget,train_rows,fit_s,macro_f1,tail_f1,weighted_f1,brute_f1,ddos_f1,recall_ftp_bruteforce,recall_ssh_bruteforce
c0,1000000,266.4,0.752348,0.524854,0.983737,0.915874,0.999645,1.0,0.999469
