regime,rows,row_share,top_class,top_share,second_class,second_share,block_dominant_class,block_dominant_share,global_acc,own_acc,best_other_expert,best_other_acc,union_acc,own_minus_global,own_minus_best_other,own_H,own_D
1,1976527,0.8700563404957382,benign,0.6657268026189371,xss,0.15517369608409093,benign,0.2748494623655914,0.9167509474952783,0.9144190795268671,4,0.9112417892596458,0.9236175372256489,-0.0023318679684112276,0.0031772902672212444,17370,21979
2,10022,0.004411629410804046,benign,0.45130712432648173,scanning,0.37397725004989024,scanning,0.9937750111160516,0.6192376771103573,0.523747754939134,1,0.5524845340251446,0.5989822390740371,-0.09548992217122332,-0.02873677908601069,3331,4288
3,8534,0.0037566199752346566,benign,0.924068432153738,ransomware,0.07593156784626201,ransomware,1.0,0.07663463791891259,0.07780642137333021,5,0.07792359971877197,0.07839231310053903,0.0011717834544176242,-0.0001171783454417541,11,1
4,25364,0.011165093631573919,dos,0.8720233401671661,xss,0.0694291121274247,dos,1.0,0.8967039899069548,0.8893313357514587,5,0.9516243494716922,0.9610865794038795,-0.007372654155496039,-0.06229301372023344,201,388
5,111143,0.04892453877519398,benign,0.7157535787229066,xss,0.27748936055352114,xss,0.9522039498385523,0.7332625536471032,0.5204106421457042,1,0.5592524945340687,0.6735286972638853,-0.21285191150139904,-0.03884185238836446,28655,52312
6,65074,0.028645217748818848,benign,0.9267295694132833,injection,0.030396164366720962,injection,0.9343936381709742,0.3977932814949135,0.1710053170236961,1,0.1844361803485263,0.3001966991425147,-0.2267879644712174,-0.013430863324830206,2316,17074
7,75059,0.03304055996263629,injection,0.8744854048148789,benign,0.06554843523095165,injection,0.9457122891085156,0.8971742229446169,0.8909258050333737,1,0.8997322106609468,0.9403402656576826,-0.006248417911243198,-0.008806405627573066,1099,1568
