,expert1,expert2,expert3,expert4,expert5,expert6,expert7,global,union
regime1,0.9144190795268671,0.9061940464258773,0.9107611482160375,0.9112417892596458,0.8481513280617973,0.8601430691308543,0.9077690312350907,0.9167509474952783,0.9236175372256489
regime2,0.5524845340251446,0.523747754939134,0.5322290959888246,0.5263420474955098,0.5165635601676312,0.5384154859309519,0.5414089004190781,0.6192376771103573,0.5989822390740371
regime3,0.07675181626435434,0.07745488633700492,0.07780642137333021,0.07768924302788845,0.07792359971877197,0.07792359971877197,0.07686899460979611,0.07663463791891259,0.07839231310053903
regime4,0.9432660463649266,0.8747831572307208,0.9439362876517899,0.8893313357514587,0.9516243494716922,0.8823529411764706,0.9416495820848446,0.8967039899069548,0.9610865794038795
regime5,0.5592524945340687,0.4816227742637863,0.5406008475567512,0.3984776369182045,0.5204106421457042,0.2939456376020082,0.5571291039471672,0.7332625536471032,0.6735286972638853
regime6,0.1844361803485263,0.14274518240772044,0.15834280972431386,0.17981067707532963,0.17072870885453484,0.1710053170236961,0.16797799428343116,0.3977932814949135,0.3001966991425147
regime7,0.8997322106609468,0.8852369469350777,0.8912322306452257,0.8876750289772046,0.8922980588603632,0.8928842643786887,0.8909258050333737,0.8971742229446169,0.9403402656576826
